Record_ID,Store_Name,Store_Street_Address,Additonal_Address,City,State,Zip_Code,Zip4,County,Store_Type,Latitude,Longitude,Incentive_Program,Grantee_Name,ObjectId,geometry
364574,Bashas' 15,10631 N 32nd St,NA,Phoenix,AZ,85028,3201,MARICOPA,Super Store,33.582794,-112.01305,NA,NA,24128,"c(-112.01305, 33.582794)"
443262,MAZEN FOODS,12740 Gratiot Ave,NA,Detroit,MI,48205,3944,WAYNE,Super Store,42.41954,-82.987823,NA,Fair Food Network,24150,"c(-82.987823, 42.41954)"
595044,AJ's Fine Foods 64,5017 N Central Ave,NA,Phoenix,AZ,85012,1520,MARICOPA,Super Store,33.509506,-112.07369,NA,NA,24307,"c(-112.07369, 33.509506)"
597044,FRY'S 617,2727 W Bell Rd,NA,Phoenix,AZ,85053,3059,MARICOPA,Super Store,33.639782,-112.11904,NA,NA,24513,"c(-112.11904, 33.639782)"
595912,FRY'S 612,4707 E Shea Blvd,NA,Phoenix,AZ,85028,4215,MARICOPA,Super Store,33.582596,-111.97975,NA,NA,24533,"c(-111.97975, 33.582596)"
596241,Guadalajara Meat & Fish 2,1630 Lawndale St,NA,Detroit,MI,48209,1734,WAYNE,Grocery Store,42.304749,-83.129417,NA,NA,24609,"c(-83.129417, 42.304749)"
598548,PETE'S PRODUCE,1411 W 87th St,NA,Chicago,IL,60620,4013,COOK,Super Store,41.735806,-87.658607,NA,NA,24799,"c(-87.658607, 41.735806)"
598604,Food City 132,2709 W Van Buren St,NA,Phoenix,AZ,85009,4914,MARICOPA,Super Store,33.451069,-112.118,NA,NA,24824,"c(-112.118, 33.451069)"
395800,Save A Lot 61314,2858 E 83rd St,NA,Chicago,IL,60617,2107,COOK,Supermarket,41.745186,-87.554321,NA,NA,24987,"c(-87.554321, 41.745186)"
449007,Jewel Food Store 3349,2520 N Narragansett Ave,NA,Chicago,IL,60639,1041,COOK,Supermarket,41.925873,-87.785606,NA,NA,25022,"c(-87.785606, 41.925873)"
630596,CERMAK PRODUCE #6 INC.,4234 N Kedzie Ave,NA,Chicago,IL,60618,2402,COOK,Super Store,41.958241,-87.708191,NA,NA,25112,"c(-87.708191, 41.958241)"
369930,ALDI 62092 62092,620 W 63rd St,NA,Chicago,IL,60621,2012,COOK,Supermarket,41.779881,-87.640762,NA,NA,25195,"c(-87.640762, 41.779881)"
450819,Food City 154,9020 W Thomas Rd,NA,Phoenix,AZ,85037,3234,MARICOPA,Super Store,33.479759,-112.25314,NA,NA,25289,"c(-112.25314, 33.479759)"
368138,7 Mile Foods,8115 E 7 Mile Rd,NA,Detroit,MI,48234,3626,WAYNE,Supermarket,42.434048,-83.021454,NA,Fair Food Network,25323,"c(-83.021454, 42.434048)"
447000,SAFEWAY 2716,4750 E Indian School Rd,NA,Phoenix,AZ,85018,5440,MARICOPA,Supermarket,33.494701,-111.97955,NA,NA,25645,"c(-111.97955, 33.494701)"
370336,Jewel Food Store 3407,5516 N Clark St,NA,Chicago,IL,60640,1214,COOK,Supermarket,41.982166,-87.668579,NA,NA,25715,"c(-87.668579, 41.982166)"
448245,Potash Markets,1525 N Clark St,NA,Chicago,IL,60610,1783,COOK,Supermarket,41.909916,-87.63121,NA,NA,25951,"c(-87.63121, 41.909916)"
716157,Supermercado Barrera,2336 N Milwaukee Ave,NA,Chicago,IL,60647,2909,COOK,Grocery Store,41.923695,-87.698685,NA,NA,26203,"c(-87.698685, 41.923695)"
717466,ALDI 40062 40062,6220 N California Ave,NA,Chicago,IL,60659,2608,COOK,Supermarket,41.994373,-87.699608,NA,NA,26474,"c(-87.699608, 41.994373)"
600071,Farmers Food Center,2411 Central St,NA,Detroit,MI,48209,1111,WAYNE,Supermarket,42.313999,-83.12532,NA,NA,26666,"c(-83.12532, 42.313999)"
486431,FRY'S 126,6601 W Indian School Rd,NA,Phoenix,AZ,85033,3339,MARICOPA,Super Store,33.494793,-112.20178,NA,NA,27426,"c(-112.20178, 33.494793)"
419210,SAFEWAY  1654,4811 N 83rd Ave,NA,Phoenix,AZ,85033,1000,MARICOPA,Supermarket,33.506866,-112.23765,NA,NA,27539,"c(-112.23765, 33.506866)"
419351,SAFEWAY  1201,4005 E Chandler Blvd,NA,Phoenix,AZ,85048,8888,MARICOPA,Supermarket,33.305092,-111.99655,NA,NA,27590,"c(-111.99655, 33.305092)"
483192,MEXICANTOWN BAKERY,4300 W Vernor Hwy,NA,Detroit,MI,48209,2114,WAYNE,Grocery Store,42.320587,-83.095108,NA,NA,27679,"c(-83.095108, 42.320587)"
421548,SUPERMERCADO CUAUHTEMOC,2506 S Kedzie Ave,NA,Chicago,IL,60623,4007,COOK,Grocery Store,41.846031,-87.705437,NA,NA,27782,"c(-87.705437, 41.846031)"
511291,Savon Foods Super Store,18000 Livernois Ave,NA,Detroit,MI,48221,2763,WAYNE,Supermarket,42.423241,-83.140984,NA,NA,28131,"c(-83.140984, 42.423241)"
508357,City Fresh Market,3201 W Devon Ave,NA,Chicago,IL,60659,1306,COOK,Super Store,41.997162,-87.709961,NA,NA,28461,"c(-87.709961, 41.997162)"
719795,Jewel Food Store 4043,443 E 34th St,NA,Chicago,IL,60616,4135,COOK,Supermarket,41.833061,-87.614952,NA,NA,28574,"c(-87.614952, 41.833061)"
718261,Americana Food Store,15041 Plymouth Rd,NA,Detroit,MI,48227,2433,WAYNE,Supermarket,42.372673,-83.192863,NA,Fair Food Network,28700,"c(-83.192863, 42.372673)"
685721,KUDUS HEALTH FOODS,8515 S Cottage Grove Ave,NA,Chicago,IL,60619,6115,COOK,Grocery Store,41.739616,-87.6045,NA,NA,29257,"c(-87.6045, 41.739616)"
689460,NAYAB MART,2449 W Devon Ave,NA,Chicago,IL,60659,1914,COOK,Supermarket,41.997692,-87.691872,NA,NA,29413,"c(-87.691872, 41.997692)"
687396,Carniceria Sonora 2,17 W Baseline Rd,NA,Phoenix,AZ,85041,7102,MARICOPA,Grocery Store,33.377693,-112.07403,NA,NA,29797,"c(-112.07403, 33.377693)"
426447,CARNICERIA JIMENEZ INC,4204 W North Ave,NA,Chicago,IL,60639,4829,COOK,Super Store,41.91013,-87.73159,NA,NA,29863,"c(-87.73159, 41.91013)"
459977,Food City 104,3202 E Greenway Rd,NA,Phoenix,AZ,85036,    ,MARICOPA,Super Store,33.626461,-112.0132,NA,NA,30172,"c(-112.0132, 33.626461)"
461998,Family Fair Food Center Inc,700 Chene St,NA,Detroit,MI,48207,3978,WAYNE,Supermarket,42.340565,-83.024086,NA,NA,30607,"c(-83.024086, 42.340565)"
463456,La Altena,8827 S Escanaba Ave,NA,Chicago,IL,60617,3134,COOK,Grocery Store,41.73502,-87.554054,NA,NA,30801,"c(-87.554054, 41.73502)"
462568,SUPERMERCADO SANCHEZ,2824 W 59th St,NA,Chicago,IL,60629,2201,COOK,Grocery Store,41.7864,-87.69458,NA,NA,30959,"c(-87.69458, 41.7864)"
568716,La Casa Del Pueblo Inc,1810 S Blue Island Ave,NA,Chicago,IL,60608,3098,COOK,Super Store,41.857563,-87.661804,NA,NA,31118,"c(-87.661804, 41.857563)"
606077,SAFEWAY  1979,13440 N 7th St,NA,Phoenix,AZ,85022,4844,MARICOPA,Supermarket,33.609509,-112.06541,NA,NA,31416,"c(-112.06541, 33.609509)"
603765,Pete's Fresh Market 3,4343 S Pulaski Rd,NA,Chicago,IL,60632,4008,COOK,Super Store,41.813801,-87.723808,NA,NA,31763,"c(-87.723808, 41.813801)"
604073,Mi Mexico Grocery,2601 W 59th St,NA,Chicago,IL,60629,1505,COOK,Grocery Store,41.786312,-87.688942,NA,Experimental Station Chicago,31785,"c(-87.688942, 41.786312)"
604173,Jewel Food Store 3170,5320 S Pulaski Rd,NA,Chicago,IL,60632,4224,COOK,Supermarket,41.796551,-87.723312,NA,NA,31796,"c(-87.723312, 41.796551)"
837555,Save-A-Lot 24598,3681 Gratiot Ave,NA,Detroit,MI,48207,1831,WAYNE,Supermarket,42.363415,-83.024956,NA,Fair Food Network,31964,"c(-83.024956, 42.363415)"
558889,ALDI 62095 62095,2333 E 95th St,NA,Chicago,IL,60617,4806,COOK,Supermarket,41.722546,-87.567421,NA,NA,32445,"c(-87.567421, 41.722546)"
467850,Apollo Supermarket,20250 W 7 Mile Rd,NA,Detroit,MI,48219,3469,WAYNE,Super Store,42.429546,-83.241234,NA,Fair Food Network,32770,"c(-83.241234, 42.429546)"
468129,Tony's Fresh Market 567,3607 W Fullerton Ave,NA,Chicago,IL,60647,2389,COOK,Super Store,41.924564,-87.717224,NA,NA,32874,"c(-87.717224, 41.924564)"
514819,ALDI 62079 62079,7800 S South Chicago Ave,NA,Chicago,IL,60619,2724,COOK,Supermarket,41.753151,-87.587952,NA,NA,32920,"c(-87.587952, 41.753151)"
556027,Harvestime Foods,2632 W Lawrence Ave,NA,Chicago,IL,60625,2945,COOK,Super Store,41.968826,-87.695282,NA,NA,32961,"c(-87.695282, 41.968826)"
572904,Armitage Produce Inc,3334 W Armitage Ave,NA,Chicago,IL,60647,3718,COOK,Super Store,41.917377,-87.711662,NA,NA,33107,"c(-87.711662, 41.917377)"
498723,Shop Amstar,3759 W Chicago Ave,NA,Chicago,IL,60651,3822,COOK,Grocery Store,41.895039,-87.720779,NA,NA,33425,"c(-87.720779, 41.895039)"
498870,One Stop Food & Liquor Inc,4301 S Lake Park Ave,NA,Chicago,IL,60653,3703,COOK,Supermarket,41.816879,-87.598755,NA,NA,33442,"c(-87.598755, 41.816879)"
490347,Beebes Market,7250 Lafayette Blvd,NA,Detroit,MI,48209,1912,WAYNE,Grocery Store,42.305107,-83.115356,NA,NA,33516,"c(-83.115356, 42.305107)"
574311,Sprouts Farmers Market 8,2824 E Indian School Rd,Ste 126,Phoenix,AZ,85016,6822,MARICOPA,Supermarket,33.495079,-112.02023,NA,NA,33566,"c(-112.02023, 33.495079)"
570772,Wonder Foods Supermarket,10450 Shoemaker St,NA,Detroit,MI,48213,3353,WAYNE,Grocery Store,42.389362,-82.996849,NA,NA,33732,"c(-82.996849, 42.389362)"
1479590,Go Grocer #6 GG6,4250 N Marine Dr,NA,Chicago,IL,60613,1744,COOK,Grocery Store,41.960129,-87.647621,NA,NA,34247,"c(-87.647621, 41.960129)"
798999,Walmart 5402,4650 W North Ave,NA,Chicago,IL,60639,4611,COOK,Super Store,41.909733,-87.74276,NA,NA,34285,"c(-87.74276, 41.909733)"
797268,CARNICERIA LA MEJOR 2,2915 N Milwaukee Ave,NA,Chicago,IL,60618,7404,COOK,Grocery Store,41.934422,-87.715614,NA,NA,34488,"c(-87.715614, 41.934422)"
798222,Trader Joe's 696,44 E Ontario St,NA,Chicago,IL,60611,4755,COOK,Supermarket,41.893356,-87.626564,NA,NA,34671,"c(-87.626564, 41.893356)"
547032,SUPER CARNICERIA LOS PINOS 2,4832 N 27th Ave,NA,Phoenix,AZ,85017,3678,MARICOPA,Supermarket,33.508636,-112.11705,NA,NA,34793,"c(-112.11705, 33.508636)"
547047,Kaneshie Supermarket,4552 N Broadway St,NA,Chicago,IL,60640,5602,COOK,Grocery Store,41.9645,-87.656853,NA,NA,34795,"c(-87.656853, 41.9645)"
799827,Food 4 Less Midwest 552,7030 S Ashland Ave,NA,Chicago,IL,60636,3948,COOK,Super Store,41.766037,-87.66391,NA,NA,34994,"c(-87.66391, 41.766037)"
841415,Liang Corp.,211 W 22nd Pl,NA,Chicago,IL,60616,1901,COOK,Grocery Store,41.852135,-87.63253,NA,NA,35172,"c(-87.63253, 41.852135)"
840425,South Chicago Gas,8903 S South Chicago Ave,NA,Chicago,IL,60617,    ,COOK,Grocery Store,41.733315,-87.560379,NA,NA,35595,"c(-87.560379, 41.733315)"
534616,LINDO MICHOACAN,3142 W Lawrence Ave,NA,Chicago,IL,60625,4228,COOK,Super Store,41.968487,-87.707619,NA,NA,35691,"c(-87.707619, 41.968487)"
535032,ALDI 62014 62014,5629 W Fillmore St,NA,Chicago,IL,60644,5504,COOK,Supermarket,41.867374,-87.765144,NA,NA,35821,"c(-87.765144, 41.867374)"
561115,SAFEWAY 2042,3132 E Camelback Rd,NA,Phoenix,AZ,85016,4502,MARICOPA,Supermarket,33.510056,-112.015,NA,NA,36147,"c(-112.015, 33.510056)"
614170,Walmart 1549,2020 N 75th Ave,NA,Phoenix,AZ,85035,3200,MARICOPA,Super Store,33.470814,-112.22352,NA,NA,36452,"c(-112.22352, 33.470814)"
473427,ALDI 40058 40058,2431 W Montrose Ave,NA,Chicago,IL,60618,1605,COOK,Supermarket,41.961258,-87.689941,NA,NA,36471,"c(-87.689941, 41.961258)"
473554,Jewel Food Store 3224,6430 W Irving Park Rd,NA,Chicago,IL,60634,2459,COOK,Supermarket,41.952953,-87.7873,NA,NA,36485,"c(-87.7873, 41.952953)"
609151,FRY'S 619,8325 W Indian School Rd,NA,Phoenix,AZ,85037,2125,MARICOPA,Super Store,33.494228,-112.2385,NA,NA,36521,"c(-112.2385, 33.494228)"
559868,Sprouts Farmers Market 7,8040 N 19th Ave,NA,Phoenix,AZ,85021,5101,MARICOPA,Supermarket,33.55508,-112.09972,NA,NA,36522,"c(-112.09972, 33.55508)"
562836,Windy City Inc,324 S Cicero Ave,NA,Chicago,IL,60644,4902,COOK,Grocery Store,41.876041,-87.745453,NA,NA,36664,"c(-87.745453, 41.876041)"
525990,Food City 143,4430 E McDowell Rd,NA,Phoenix,AZ,85008,4504,MARICOPA,Super Store,33.465847,-111.98631,NA,NA,37080,"c(-111.98631, 33.465847)"
574661,CARNICERIA DEL PUEBLO,2644 E Greenway Pkwy,NA,Phoenix,AZ,85032,3601,MARICOPA,Grocery Store,33.628979,-112.02538,NA,NA,37627,"c(-112.02538, 33.628979)"
474037,CENTRAL PARK FOODS,3552 W Grand Ave,NA,Chicago,IL,60651,4009,COOK,Super Store,41.901924,-87.71508,NA,NA,37926,"c(-87.71508, 41.901924)"
474058,Fairline Food Center,16520 W Warren Ave,NA,Detroit,MI,48228,3707,WAYNE,Supermarket,42.343555,-83.207474,NA,NA,37927,"c(-83.207474, 42.343555)"
549144,Food City 94,3442 W Van Buren St,NA,Phoenix,AZ,85009,4708,MARICOPA,Super Store,33.451477,-112.13351,NA,NA,38192,"c(-112.13351, 33.451477)"
553461,Mercado Y Carniceria El Rancho #3,413 W Hatcher Rd,NA,Phoenix,AZ,85021,2455,MARICOPA,Grocery Store,33.571224,-112.08051,NA,NA,38534,"c(-112.08051, 33.571224)"
551096,Safeway 2097,4747 E Greenway Rd,NA,Phoenix,AZ,85032,4818,MARICOPA,Supermarket,33.624435,-111.97899,NA,NA,38616,"c(-111.97899, 33.624435)"
621105,Jewel Food Store 1241,1341 N Paulina St,NA,Chicago,IL,60622,2145,COOK,Supermarket,41.906151,-87.66993,NA,NA,38952,"c(-87.66993, 41.906151)"
621338,LA CHIQUITA SUPERMARKET,3555 W 26th St,NA,Chicago,IL,60623,3913,COOK,Supermarket,41.844372,-87.714531,NA,NA,38976,"c(-87.714531, 41.844372)"
1463983,Everyday Meat Market,3102 W Devon Ave,NA,Chicago,IL,60659,1408,COOK,Grocery Store,41.997734,-87.707375,NA,NA,39083,"c(-87.707375, 41.997734)"
1633337,Uptown Food LLC,4661 N Broadway St,NA,Chicago,IL,60640,5011,COOK,Grocery Store,41.967091,-87.658127,NA,NA,39145,"c(-87.658127, 41.967091)"
1124169,Tamazula Grocery,2458 W Moffat St,NA,Chicago,IL,60647,4311,COOK,Grocery Store,41.915039,-87.689621,NA,NA,39146,"c(-87.689621, 41.915039)"
1381648,Carniceria Del Pacifico,2911 N 36th St,NA,Phoenix,AZ,85018,7452,MARICOPA,Grocery Store,33.481045,-112.00417,NA,NA,39162,"c(-112.00417, 33.481045)"
804026,Food City 162,845 W Southern Ave,NA,Phoenix,AZ,85041,4705,MARICOPA,Super Store,33.392147,-112.08385,NA,NA,39233,"c(-112.08385, 33.392147)"
535684,Bashas' 158,5521 N 7th St,NA,Phoenix,AZ,85014,2503,MARICOPA,Super Store,33.517525,-112.06494000000001,NA,NA,39408,"c(-112.06494, 33.517525)"
804075,MORELIA SUPERMARKET INC. # 2,4833 W Diversey Ave,NA,Chicago,IL,60639,1703,COOK,Super Store,41.931263,-87.747856,NA,NA,39657,"c(-87.747856, 41.931263)"
1640267,Sams Food Incorporated 1,6401 S Kedzie Ave,Ste 1,Chicago,IL,60629,3261,COOK,Grocery Store,41.777008,-87.702904,NA,NA,39920,"c(-87.702904, 41.777008)"
1635997,New York Food Mart Inc.,4136 N Broadway St,NA,Chicago,IL,60613,2121,COOK,Grocery Store,41.957821,-87.652695,NA,NA,39935,"c(-87.652695, 41.957821)"
845751,Whole Foods Market 10246,7111 E Mayo Blvd,NA,Phoenix,AZ,85054,5165,MARICOPA,Super Store,33.655075,-111.92751,NA,NA,40257,"c(-111.92751, 33.655075)"
536743,Jewel Food Store 3262,4660 W Irving Park Rd,NA,Chicago,IL,60641,2888,COOK,Supermarket,41.95351,-87.744469,NA,NA,40497,"c(-87.744469, 41.95351)"
587017,FRY'S 40,3421 W Thunderbird Rd,NA,Phoenix,AZ,85053,5602,MARICOPA,Super Store,33.610733,-112.13192,NA,NA,40690,"c(-112.13192, 33.610733)"
537389,Jewel Food Store 3721,6107 S Archer Ave,NA,Chicago,IL,60638,2743,COOK,Supermarket,41.794281,-87.771408,NA,NA,40701,"c(-87.771408, 41.794281)"
537638,SMART & FINAL 499,1450 N 43rd Ave,NA,Phoenix,AZ,85009,3130,MARICOPA,Super Store,33.464241,-112.15188,NA,NA,40894,"c(-112.15188, 33.464241)"
705309,Case Hernandez,1725 W Lunt Ave,NA,Chicago,IL,60626,3212,COOK,Grocery Store,42.008957,-87.673042,NA,NA,41110,"c(-87.673042, 42.008957)"
704805,SAFEWAY  1591,6202 S 16th St,NA,Phoenix,AZ,85042,4434,MARICOPA,Supermarket,33.391029,-112.04742,NA,NA,41170,"c(-112.04742, 33.391029)"
703588,FRY'S 641,3511 W Peoria Ave,NA,Phoenix,AZ,85029,4037,MARICOPA,Super Store,33.581825,-112.13506,NA,NA,41583,"c(-112.13506, 33.581825)"
702964,ALDI 62094 62094,6025 S Western Ave,NA,Chicago,IL,60636,2019,COOK,Supermarket,41.784275,-87.683693,NA,NA,41778,"c(-87.683693, 41.784275)"
616004,FRY'S 2,3036 E Thomas Rd,NA,Phoenix,AZ,85016,8014,MARICOPA,Super Store,33.480499,-112.01661,NA,NA,41798,"c(-112.01661, 33.480499)"
706728,Hyde Park Produce Ltd,1226 E 53rd St,NA,Chicago,IL,60615,4008,COOK,Super Store,41.799522,-87.596184,NA,NA,41902,"c(-87.596184, 41.799522)"
616307,WORLD FRESH MARKET,2434 W Devon Ave,NA,Chicago,IL,60659,1913,COOK,Super Store,41.997787,-87.6912,NA,NA,41917,"c(-87.6912, 41.997787)"
580908,MIRANDA'S GROCERY,1037 W 19th St,NA,Chicago,IL,60608,3351,COOK,Grocery Store,41.856602,-87.652992,NA,NA,42006,"c(-87.652992, 41.856602)"
622383,SUPERMERCADO EL GUERO NO  1,1701 W 47th St,NA,Chicago,IL,60609,3823,COOK,Supermarket,41.808544,-87.66758,NA,NA,42094,"c(-87.66758, 41.808544)"
579801,BRISA FOODS INC.,2156 N Kimball Ave,NA,Chicago,IL,60647,3566,COOK,Grocery Store,41.92086,-87.712273,NA,NA,42112,"c(-87.712273, 41.92086)"
579851,Fairplay Foursome Foods,4640 S Halsted St,NA,Chicago,IL,60609,4467,COOK,Super Store,41.809929,-87.645638,NA,NA,42146,"c(-87.645638, 41.809929)"
622908,Bonne Sante' Health Foods,1512 E 53rd St,NA,Chicago,IL,60615,4503,COOK,Grocery Store,41.799767,-87.58857,NA,NA,42576,"c(-87.58857, 41.799767)"
617519,LA MERCED INC,4335 W 26th St,NA,Chicago,IL,60623,4364,COOK,Grocery Store,41.844097,-87.732628,NA,NA,42694,"c(-87.732628, 41.844097)"
618116,LA PLACITA,1840 W 35th St,NA,Chicago,IL,60609,1201,COOK,Grocery Store,41.830486,-87.671379,NA,NA,42792,"c(-87.671379, 41.830486)"
581902,CERMAK PRODUCE #2 INC.,4401 W Armitage Ave,NA,Chicago,IL,60639,3523,COOK,Super Store,41.916996,-87.736328,NA,NA,42821,"c(-87.736328, 41.916996)"
709359,ALDI 62010 62010,4501 S Pulaski Rd,NA,Chicago,IL,60632,4035,COOK,Supermarket,41.811489,-87.723663,NA,NA,43058,"c(-87.723663, 41.811489)"
710211,ALDI 62062 62062,1739 W Cermak Rd,NA,Chicago,IL,60608,4315,COOK,Supermarket,41.852219,-87.669441,NA,NA,43126,"c(-87.669441, 41.852219)"
710746,Carniceria La Providencia Inc,1658 W 21st St,NA,Chicago,IL,60608,2914,COOK,Grocery Store,41.854118,-87.668365,NA,NA,43229,"c(-87.668365, 41.854118)"
711568,CARNICERIA LEON GUANAJUATO,4301 W Armitage Ave,NA,Chicago,IL,60639,3511,COOK,Grocery Store,41.916878,-87.734055,NA,NA,43275,"c(-87.734055, 41.916878)"
714243,Jewel Food Store 1214,3128 W 103rd St,NA,Chicago,IL,60655,2010,COOK,Supermarket,41.706261,-87.700111,NA,NA,43541,"c(-87.700111, 41.706261)"
713116,VIETHOA PLAZA,1051 W Argyle St,NA,Chicago,IL,60640,3707,COOK,Supermarket,41.973217,-87.656624,NA,NA,43604,"c(-87.656624, 41.973217)"
714347,Carniceria Ruiz,3001 N Kedzie Ave,NA,Chicago,IL,60618,6906,COOK,Grocery Store,41.935848,-87.707275,NA,NA,43666,"c(-87.707275, 41.935848)"
624942,MORGAN MINI MART,6600 S Morgan St,NA,Chicago,IL,60621,1226,COOK,Grocery Store,41.774097,-87.649849,NA,Experimental Station Chicago,43672,"c(-87.649849, 41.774097)"
711100,Trader Joe's 177,4025 E Chandler Blvd Ste 38,NA,Phoenix,AZ,85048,8832,MARICOPA,Supermarket,33.305065,-111.99641,NA,NA,43692,"c(-111.99641, 33.305065)"
624239,Jewel Food Store 3176,9400 S Ashland Ave,NA,Chicago,IL,60620,5121,COOK,Supermarket,41.722801,-87.662766,NA,NA,43744,"c(-87.662766, 41.722801)"
583260,FRY'S 121,4025 E Thunderbird Rd,NA,Phoenix,AZ,85032,5836,MARICOPA,Super Store,33.611801,-111.99395,NA,NA,43793,"c(-111.99395, 33.611801)"
645243,ALGO ESPECIAL VARIETY,2628 Bagley St,NA,Detroit,MI,48216,1722,WAYNE,Grocery Store,42.325352,-83.078476,NA,NA,44303,"c(-83.078476, 42.325352)"
663898,SAFEWAY  1515,810 E Glendale Ave,NA,Phoenix,AZ,85020,5332,MARICOPA,Supermarket,33.538277,-112.06188,NA,NA,44417,"c(-112.06188, 33.538277)"
665350,Papaya Fruit & Groceries,16322 W Warren Ave,NA,Detroit,MI,48228,3703,WAYNE,Super Store,42.343815,-83.205185,NA,NA,44418,"c(-83.205185, 42.343815)"
663113,Gonellas Food,295 S Oakwood,NA,Detroit,MI,48217,1450,WAYNE,Grocery Store,42.290161,-83.145416,NA,NA,44482,"c(-83.145416, 42.290161)"
663447,Atlas Market,2645 W Davison,NA,Detroit,MI,48238,3443,WAYNE,Supermarket,42.392551,-83.123215,NA,NA,44706,"c(-83.123215, 42.392551)"
585289,Public Foods Inc,16226 E Warren Ave,NA,Detroit,MI,48224,3267,WAYNE,Supermarket,42.402172,-82.940346,NA,Fair Food Network,44834,"c(-82.940346, 42.402172)"
639752,ALDI 40002 40002,4627 W Diversey Ave,NA,Chicago,IL,60639,1828,COOK,Supermarket,41.931564,-87.743011,NA,NA,45289,"c(-87.743011, 41.931564)"
640158,SUPERMERCADO LA CHIQUITA #4,2623 S Pulaski Rd,NA,Chicago,IL,60623,4410,COOK,Super Store,41.843307,-87.72419,NA,NA,45320,"c(-87.72419, 41.843307)"
638782,El Ranchito Food,8327 S Pulaski Rd,NA,Chicago,IL,60652,3117,COOK,Grocery Store,41.741531,-87.721184,NA,NA,45511,"c(-87.721184, 41.741531)"
637763,New Redford Food Center,21673 Grand River Ave,NA,Detroit,MI,48219,3219,WAYNE,Grocery Store,42.415844,-83.256111,NA,Fair Food Network,45844,"c(-83.256111, 42.415844)"
714999,Pete's Fresh Market 2,4700 S Kedzie Ave,NA,Chicago,IL,60632,3002,COOK,Super Store,41.807789,-87.703995,NA,NA,45933,"c(-87.703995, 41.807789)"
651706,ALDI 40064 40064,1767 N Milwaukee Ave,NA,Chicago,IL,60647,5423,COOK,Supermarket,41.913616,-87.682343,NA,NA,46386,"c(-87.682343, 41.913616)"
640853,FRY'S 623,1815 W Glendale Ave,NA,Phoenix,AZ,85021,8582,MARICOPA,Super Store,33.538563,-112.09845,NA,NA,46470,"c(-112.09845, 33.538563)"
641770,Imperial Fresh Markets,5800 Caniff St,NA,Detroit,MI,48212,2537,WAYNE,Super Store,42.405899,-83.043373,NA,NA,46558,"c(-83.043373, 42.405899)"
667007,Joe Randazzos Fruit & Vegetable 200,5240 E Outer Dr,NA,Detroit,MI,48234,3445,WAYNE,Super Store,42.43681,-83.016975,NA,NA,46686,"c(-83.016975, 42.43681)"
1602529,Carniceria La Hacienda Inc,3459 W 59th St,NA,Chicago,IL,60629,3620,COOK,Supermarket,41.785938,-87.710411,NA,NA,47020,"c(-87.710411, 41.785938)"
730594,Gratiot Fairmount Market,14999 Gratiot Ave,NA,Detroit,MI,48205,1944,WAYNE,Grocery Store,42.443756,-82.972054,NA,NA,47198,"c(-82.972054, 42.443756)"
730685,Farmer John Food Center,9731 Harper Ave,NA,Detroit,MI,48213,2700,WAYNE,Supermarket,42.393017,-83.006393,NA,NA,47201,"c(-83.006393, 42.393017)"
731190,Morse Food and Meat Market,1430 W Morse Ave,NA,Chicago,IL,60626,3480,COOK,Super Store,42.008228,-87.666992,NA,NA,47238,"c(-87.666992, 42.008228)"
805800,Pete's Fresh Market 6,2526 W Cermak Rd,NA,Chicago,IL,60608,3710,COOK,Super Store,41.852058,-87.68882,NA,NA,47339,"c(-87.68882, 41.852058)"
806825,Target Store T-0909,4734 E Ray Rd,NA,Phoenix,AZ,85044,6225,MARICOPA,Super Store,33.31992,-111.98186,NA,NA,47525,"c(-111.98186, 33.31992)"
807151,Fry's 78,39508 N Daisy Mountain Dr,NA,Phoenix,AZ,85086,6056,MARICOPA,Super Store,33.844429,-112.1338,NA,NA,47584,"c(-112.1338, 33.844429)"
730095,LA ROSITA,7849 McGraw St,NA,Detroit,MI,48210,1947,WAYNE,Grocery Store,42.334915,-83.142014,NA,NA,47817,"c(-83.142014, 42.334915)"
726867,Jewel Food Store 3454,4250 N Lincoln Ave,NA,Chicago,IL,60618,2902,COOK,Supermarket,41.959141,-87.682289,NA,NA,47868,"c(-87.682289, 41.959141)"
805147,Target Store T-0233,12602 N Paradise Village Pkwy W,NA,Phoenix,AZ,85032,7671,MARICOPA,Super Store,33.599678,-111.98798,NA,NA,47943,"c(-111.98798, 33.599678)"
768759,ALDI 75042 75042,1508 W 47th St,NA,Chicago,IL,60609,3236,COOK,Supermarket,41.808659,-87.663055,NA,NA,48048,"c(-87.663055, 41.808659)"
768080,PANCHOS PALACE,6421 Regular St,NA,Detroit,MI,48209,2381,WAYNE,Grocery Store,42.311504,-83.108871,NA,NA,48235,"c(-83.108871, 42.311504)"
809783,Save More & Discount Inc,6835 Michigan Ave,NA,Detroit,MI,48210,3097,WAYNE,Grocery Store,42.33112,-83.12793,NA,NA,49208,"c(-83.12793, 42.33112)"
593218,University Food Center Inc.,1131 W Warren Ave,NA,Detroit,MI,48201,3601,WAYNE,Super Store,42.353382,-83.074379,NA,Fair Food Network,49333,"c(-83.074379, 42.353382)"
589262,SAFEWAY  1980,1334 W Chandler Blvd,NA,Phoenix,AZ,85048,    ,MARICOPA,Supermarket,33.305435,-111.97303,NA,NA,49689,"c(-111.97303, 33.305435)"
